comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
DI20240927062400-17079002,DI20240927062400,"Lògic, no?","9/27/2024, 6:33:04 AM",2024-09-27 06:33:04,"Esperem que quan l'Església evolucioni fins és punt, no sé que d'aquí i permeti l'avortament en tota la seva extensió; retroactiu.",17078853,,
DI20240927062400-17076304,DI20240927062400,Grimilla,"9/27/2024, 1:44:37 AM",2024-09-27 01:44:37,Lo millor de cada casa. ,,,
DI20240927062400-17075767,DI20240927062400,Lol,"9/27/2024, 12:23:51 AM",2024-09-27 00:23:51,"La idea detrás es muy sencilla, al estar al borde de un colapso económico, una de las soluciones es matar a la gente. Las mismas riquezas pero para menos gente. Está muy bien que lo hagan ya que es muy sencillo adoctrinar gente joven que sale sin ni un pensamiento crítico y a los que llevan destrozando desde si juventud.",,,
DI20240927062400-17078563,DI20240927062400,José,"9/27/2024, 6:04:29 AM",2024-09-27 06:04:29,"Tu si que estás colapsado, pero de la cabeza a los pies!!!",17075767,,
DI20240927062400-17080640,DI20240927062400,Jaume,"9/27/2024, 8:28:31 AM",2024-09-27 08:28:31,"Deixa'l aquest es el típic nyordo que darrere l'ordinador s'atreveix a dir qualsevol burrada, i en la seva pobra vida maltracta la seva mare, la germana, la dona,  la filla, la iaia...",17078563,,
DI20240927062400-17081435,DI20240927062400,Lol,"9/27/2024, 9:38:46 AM",2024-09-27 09:38:46,"Jajajajaja me encanta, la ignorancia no tiene fin. Pues no insulto ni las mujeres ni a los hombres. Soy más que tranquilo pero veo que aquí ya van muy quemados y colapsados mentalmente. Cualquier crítica es agresión directa. Me encanta. ",17080640,,
DI20240927062400-17082176,DI20240927062400,Jose,"9/27/2024, 10:36:37 AM",2024-09-27 10:36:37,"A ver prenda! lo tuyo NO es una crítica, es apología del ODIO que es diferente, parece que no sabes respetar la ideología de los demás ya que desprendes cierto olor a facha encerrado en una caverna desde hace decadas",17081435,,
DI20240927062400-17084248,DI20240927062400,Dorami,"9/27/2024, 1:10:17 PM",2024-09-27 13:10:17,"Cuidado, podría ser el Adolfito. 😂",17082176,,
DI20240927062400-17076180,DI20240927062400,Mika,"9/27/2024, 1:24:09 AM",2024-09-27 01:24:09,Perque no van a Afganistan a “empoderar” les dones d’allà?,17075767,,
DI20240927062400-17077013,DI20240927062400,Moc de pav,"9/27/2024, 3:34:05 AM",2024-09-27 03:34:05,Si vol anar-hi la Mendoza li pago lo viatge a ella i a 4 mes. Pero no penso pas que n'hi hagin tantes en aqueta associacio....,17076180,,
DI20240927062400-17075702,DI20240927062400,Kalàshnikov fucked,"9/27/2024, 12:15:16 AM",2024-09-27 00:15:16,"L'enveja és dolenta, però quan amaga odi és molt perillosa.",,,
DI20240927062400-17075121,DI20240927062400,"Stop, Stop violéncies","9/26/2024, 10:49:56 PM",2024-09-26 22:49:56,Campanya ‘F*cked’? el nom és un clar denominador d'un feminisme radical.,,,
DI20240927062400-17075470,DI20240927062400,Drets Humans,"9/26/2024, 11:43:25 PM",2024-09-26 23:43:25,Stop Violencies té com a principal anhel la violència fins a la mort sobre el no nascut.,17075121,,
DI20240927062200-17075711,DI20240927062200,Fart,"9/27/2024, 12:15:58 AM",2024-09-27 00:15:58,Que curiós les altres empreses tenim l'obligació de fer-ho pagant de la nostra butxaca.,,,
DI20240927062200-17076917,DI20240927062200,Pptronic,"9/27/2024, 3:19:21 AM",2024-09-27 03:19:21,"Pues si...., curiós, mes que curiós...., quina barra, no? 🙈🙉🙊",17075711,,
DI20240927060600-17084833,DI20240927060600,Uiiii en català jaja,"9/27/2024, 1:55:41 PM",2024-09-27 13:55:41,"Doncs el mateix que ara us parlo en català, us trobeu amb mi a Paris Lisboa Madrid, no us parlaré en Català, de fet us diré que no us entenc i us parlaré en Francés en Portugués o en Espanyol, si m'enteneu perfecte si no m'enteneu ho sento aixó es el que us mereixeu quan sortiu d'Andorra, per les vostres politiques a Andorra aqui voleu imposar fora d'aqui no dic ni mu, i us escric en català  per que em dona la gana, no fa gaire temps em vaig trobar en una gasolinera de Burgos un cotxe Andorrà que quan va veure la meva matricula s'em va adreçar en Català li vaig dir que no l'entenia i que estavem a Espanya i a Espanya es parla l'Español va gira cua i va fotre el camp....",,,
DI20240927060600-17083709,DI20240927060600,Cristina,"9/27/2024, 12:26:25 PM",2024-09-27 12:26:25,"M’encanta llegir-te, Fefi! Ets increïble! 😘",,,
DI20240927060400-17076262,DI20240927060400,Catársis social,"9/27/2024, 1:39:01 AM",2024-09-27 01:39:01,"Molt em temo que en comptes de combatre el suïcidi ho acabarem normalitzant tal com hem fet amb l'alcohol, les drogues, les perversions, les noves ""sexualitats"" i la resta de conductes anòmales.",,,
DI20240927060400-17084595,DI20240927060400,Dorami,"9/27/2024, 1:35:46 PM",2024-09-27 13:35:46,"Les orientacions sexuals no tenen res a veure amb la resta de coses que anomenes; són una qüestió d'identitat, com la religió. o prefereixes que es torno a fer com fa unes quantes dècades, quan et podien tancar al manicomi per qualsevol diferéncia ideològica?",17076262,,
DI20240927060400-17075986,DI20240927060400,Drets,"9/27/2024, 12:54:18 AM",2024-09-27 00:54:18,"La tendència és reconduir les aberracions de la ment cap a formes no normatives de pensament. Això significa que no hi ha res a arreglar sinó que entra a la categoria de Dret a ser de determinada manera i actuar en conseqüència. Per tant, és la resta de la societat la que s'ha d'adaptar.",,,
DI20240927060400-17075954,DI20240927060400,Els hi donem igual,"9/27/2024, 12:47:34 AM",2024-09-27 00:47:34,"Avui em estat testimonis una vegada més, de com estan les coses a Andorra. ",,,
DI20240927060400-17075075,DI20240927060400,Harakiri,"9/26/2024, 10:36:41 PM",2024-09-26 22:36:41,"El suïcidi no és de caràcter individual, és comunitari i sociocultural, ens hauríem de preguntar què està fallant perquè s'estigui convertint en un nou fenomen social. Si el tractareu com l'assetjament, el feminisme i el gènere matant mosques a canonades provocareu un desastre.",,,
DI20240927055200-17081299,DI20240927055200,Rick,"9/27/2024, 9:26:11 AM",2024-09-27 09:26:11,Al president li agrada massa lluirse. Aixo no es bo,,,
DI20240927055200-17081270,DI20240927055200,Txell,"9/27/2024, 9:23:40 AM",2024-09-27 09:23:40,Aquí Hi HA censura....,,,
DI20240927055200-17078653,DI20240927055200,"Desperteu, inútils","9/27/2024, 6:08:57 AM",2024-09-27 06:08:57,Fins i tot Angola i Rwanda s'han adherit al protocol dels Acords Artemis.,,,
DI20240927055200-17078425,DI20240927055200,Vergonya aliena,"9/27/2024, 5:54:26 AM",2024-09-27 05:54:26,"Quin és el referent moral de l'ONU? La seva hipocresia i doble moral és inacceptable, clarament l'ONU és actualment un organisme estèril i titella.",,,
DI20240927055200-17077856,DI20240927055200,Cínics,"9/27/2024, 5:03:50 AM",2024-09-27 05:03:50,"Mentre els polítics treuen pit, la gent malalta necessitada i abandonada per les administracions es suicida",,,
DI20240927055200-17076896,DI20240927055200,Projecció exterior,"9/27/2024, 3:16:25 AM",2024-09-27 03:16:25,La Nasa està signant els anomenats Acords Artemis de col.laboració en matèria espacial.,,,
DI20240927055200-17076232,DI20240927055200,ONU-OTAN-SIONISME,"9/27/2024, 1:33:39 AM",2024-09-27 01:33:39,"L'Organització de Nacions Unides està políticament desfasada mantenint el dret al veto subjecte a 5 nacions, un principi antidemocràtic en si mateix, Per si no fos prou està parasitada per imperialisme Algloamericà, d'una altra manera estarien asseguts en la banqueta Bush, Cheney, Obama, Blair; i ara Benjamín Netanyahu, el mateix que ordena atacs militars de lesa humanitat contra nens i dones innocents i indefensos.",,,
DI20240927055200-17075694,DI20240927055200,PALLASOS!!!,"9/27/2024, 12:14:28 AM",2024-09-27 00:14:28,"Les Nacions Unides es el organisme mes indecent i corrupte que hi ha al planeta, allà es on es couen les guerres que convé que continuïn i les que es tenen de aturar ( aquestes son poques) per acabar de concretar el contingent de armes que vendrà cada país, es un cost impressionant per els països i hores d’ara no he vist mai que aturin cap catàstrofe, mes aviat al contrari acabar de posar mes llenya al foc  ",,,
DI20240927055200-17076160,DI20240927055200,Carles,"9/27/2024, 1:21:50 AM",2024-09-27 01:21:50,Només cal tenir una miqueta de sentit comú i ceny per veure com actua la ONU davant les actuacions israelis.,17075694,,
DI20240927055200-17078182,DI20240927055200,Juan Mari de Consciensao,"9/27/2024, 5:32:59 AM",2024-09-27 05:32:59,"Si a l'altra banda hi ha HAMAS i HEZBOLLÀ, doncs ho sento molt...",17076160,,
DI20240927055200-17075568,DI20240927055200,Anti-globalista,"9/26/2024, 11:56:32 PM",2024-09-26 23:56:32,"Traduït pels qui no ho hagueu llegit entre línies: Espot va a la UNGA (un dels aquelarres globalistes més importants de la temporada) i explica als seus amos globalistes que Andorra està anant cap a la direcció globalista que els globalistes volen i que l’han felicitat per això ja que està implementant les polítiques globalistes que li han prescrit (Pèrdua de la tradició i cultura pròpies, obertura de fronteres, Immigracionisme, Agenda 2030, Feminisme, LGBTQI+isme, ambientalisme catastròfic, eutanàsia, avortisme…).",,,
DI20240927055200-17631361,DI20240927055200,En serio?,"9/27/2024, 6:22:41 PM",2024-09-27 18:22:41,M estan censurant !!!! ,17075568,,
DI20240927055200-17077652,DI20240927055200,Mi,"9/27/2024, 4:43:39 AM",2024-09-27 04:43:39,"No es podia fer una millor traducció, completament d'acord. ",17075568,,
DI20240927055200-17075495,DI20240927055200,fiascu,"9/26/2024, 11:46:36 PM",2024-09-26 23:46:36,"En serio està content de la feina feta? com les antigues autocràcies que ningú s'atrevia a dir les veritats al líder, o què?",,,
DI20240927055200-17075460,DI20240927055200,Ferran,"9/26/2024, 11:42:26 PM",2024-09-26 23:42:26,"En realitat sou un exemple de males praxis, precisament per això voleu maquillar-ho.",,,
DI20240927055200-17075235,DI20240927055200,And,"9/26/2024, 11:10:58 PM",2024-09-26 23:10:58,"Andorra no es exemple de res, més bé tot el contrari...",,,
DI20240927055200-17074971,DI20240927055200,Gerard,"9/26/2024, 10:18:37 PM",2024-09-26 22:18:37,"Això d'""exemplars"" va ser un comentari personal de la Victòria Gamba, representant de l'ONU i que només sap d'Andorra què li han explicat, qualsevol insignificant anècdota és suficient per fer autobombo en hores baixes.",,,
DI20240927055200-17074882,DI20240927055200,Pobre xaval,"9/26/2024, 10:03:48 PM",2024-09-26 22:03:48,No anem be,,,
DI20240927054900-17081832,DI20240927054900,Massanenca,"9/27/2024, 10:11:18 AM",2024-09-27 10:11:18,"Per manar s’ha de comptar amb els “andorrans”?? Fills d’immigrants, per cert… primer troba andorrans que vulguin treballar a pistes… q s’ho guanyin… que passa que la feina dura de palejar no és per andorrans? Peroooo les cadieretes calentes si? Quina colla d’hipocrites… si l’Hidalgo és el perfil adequat… q collons pinta la nacionalitat?? Per cert… sabeu com està el temà d’entrar a la UE, no? Pues eso, fi dels passaports…",,,
DI20240927054900-17078738,DI20240927054900,El principi del fi,"9/27/2024, 6:14:18 AM",2024-09-27 06:14:18,Temps al temps. ,,,
DI20240927054900-17078626,DI20240927054900,Temporers,"9/27/2024, 6:07:21 AM",2024-09-27 06:07:21,Per quan plaçes per a gent del pais?,,,
DI20240927054900-17079312,DI20240927054900,grande V.,"9/27/2024, 6:55:08 AM",2024-09-27 06:55:08,Al sr. V mai l ha importat la gent del país,17078626,,
DI20240927054900-17079214,DI20240927054900,Listillo,"9/27/2024, 6:48:26 AM",2024-09-27 06:48:26,"I quan passa un a ser del pais? S'ha de néixer aquí o com es la cosa? Si no ets nascut però tens passaport, ets o no ets del pais? Per cert, busca, busca algun andorrà disposat a exposar-se a la carnisseria anónima dels diaris. Sort!",17078626,,
DI20240927054900-17077771,DI20240927054900,Laura,"9/27/2024, 4:56:42 AM",2024-09-27 04:56:42,"No hi ha res pitjor que gestionar una empresa i no saber de que tracta. Com diuen per aquí, grans esquiadors!",,,
DI20240927054900-17079307,DI20240927054900,grande V.,"9/27/2024, 6:54:42 AM",2024-09-27 06:54:42,al sr. V mai l'ha importat la gent del país,17077771,,
DI20240927054900-17077654,DI20240927054900,Creandidatura,"9/27/2024, 4:44:01 AM",2024-09-27 04:44:01,"Han ascendit el que hauria d’haver marxat, i marxa el que haurien d’haver ascendit, el món del revés! ",,,
DI20240927054900-17077551,DI20240927054900,Jordi,"9/27/2024, 4:28:30 AM",2024-09-27 04:28:30,És curiós que no contractin algun directiu fancès o andorrà.. de tant en tant...,,,
DI20240927054900-17079449,DI20240927054900,Andorra,"9/27/2024, 7:05:11 AM",2024-09-27 07:05:11,Els profesionls Andorrans o residents no entrarant  mai als organigramas dels dirigents foranys ja que els interesesos son contraoposats I la pela es la pela per aixo venen al País ,17077551,,
DI20240927054900-17079057,DI20240927054900,Andorra,"9/27/2024, 6:36:11 AM",2024-09-27 06:36:11,Alomillor gent seriosa i preparada bons professionals no deuen interesar. Deplorable,17077551,,
DI20240927054900-17078999,DI20240927054900,Andorra,"9/27/2024, 6:32:45 AM",2024-09-27 06:32:45,"Tens tota la raó, pro es veu que no deuen convenir, una llàstima. ",17077551,,
DI20240927054900-17076736,DI20240927054900,Error,"9/27/2024, 2:52:42 AM",2024-09-27 02:52:42,Esteu cometent un gran error…,,,
DI20240927054900-17075882,DI20240927054900,Nos invade el cutrerio,"9/27/2024, 12:37:51 AM",2024-09-27 00:37:51,"Venga, más directorcillos enchufados.",,,
DI20240927054900-17075477,DI20240927054900,Klammer,"9/26/2024, 11:44:20 PM",2024-09-26 23:44:20,Dos grans esquiadors.,,,
DI20240927054900-17081857,DI20240927054900,Massanenca,"9/27/2024, 10:13:38 AM",2024-09-27 10:13:38,"Es tracta de gestionar un negoci, no de ser el campió del mon de cap esport… tu vas acabar la EGB?",17075477,,
DI20240927054900-17081294,DI20240927054900,Tito Flo,"9/27/2024, 9:25:32 AM",2024-09-27 09:25:32,"Tota la raó, tothom sap que Florentino Perez va ser pilota d’or repetides vegades…",17075477,,
DI20240927054900-17080626,DI20240927054900,Pais,"9/27/2024, 8:27:15 AM",2024-09-27 08:27:15,👍 😂,17075477,,
DI20240927054700-17077602,DI20240927054700,Homòlegs idem,"9/27/2024, 4:36:09 AM",2024-09-27 04:36:09,"L'OMS calcula que hi ha onze suïcidis al dia a l'Estat espanyol i uns 220 intents, a més és el país líder en el consum d'ansiolítics entre adolescents, anem pel mateix camí?",,,
DI20240927054700-17075426,DI20240927054700,Grau II,"9/26/2024, 11:37:58 PM",2024-09-26 23:37:58,"Parleu amb els malalts. Ells us explicaran de primera mà el tracte que reben, els entrebancs de totes les administracions, i les mentides dels polítics.",,,
DI20240927054700-17075178,DI20240927054700,Supervivent,"9/26/2024, 11:02:29 PM",2024-09-26 23:02:29,"Primer ens colen crisis cícliques, una pandèmia i una guerra amb inflació afegida, i després comenceu a fer un recompte de quants ens hem quedat bojos. ",,,
DI20240927054700-17075001,DI20240927054700,Pinten Bastos,"9/26/2024, 10:24:13 PM",2024-09-26 22:24:13,Al pas que anem la propera obra FARAONICA TINDRA DESER UN HOSPITAL MENTAL.,,,
DI20240927054700-17074877,DI20240927054700,Robert,"9/26/2024, 10:03:01 PM",2024-09-26 22:03:01,Hi ha algun estudi que avaluï la salut mental dels nostres polítics?,,,
DI20240927054700-17077633,DI20240927054700,Mi,"9/27/2024, 4:40:59 AM",2024-09-27 04:40:59,Aquests son d'UCA i a l'UCA només s'envia al populatxo,17074877,,
DI20240927054700-17075777,DI20240927054700,Veritat,"9/27/2024, 12:25:06 AM",2024-09-27 00:25:06,No en quedaria ni un!!tenim tota la galeria d'etiquetes...,17074877,,
DI20240927054700-17075108,DI20240927054700,A simple vista,"9/26/2024, 10:46:45 PM",2024-09-26 22:46:45,"La seva es fenomenal, sense estres i sense mal de caps i la butxaca encara mes  ",17074877,,
DI20240927054300-17081177,DI20240927054300,Lluiis,"9/27/2024, 9:15:23 AM",2024-09-27 09:15:23,"Si algú entra a presó preventiva, pero alguna cosa es. Els jutges valoren mes perill si el deixen lliure. Com a ciutadà valoro molt la meva seguretat i de la meva familia",,,
DI20240927054300-17080710,DI20240927054300,Jo,"9/27/2024, 8:34:35 AM",2024-09-27 08:34:35,Jo sòc partidari de la presó preventiva.,,,
DI20240927054300-17075999,DI20240927054300,Ciutadá,"9/27/2024, 12:56:52 AM",2024-09-27 00:56:52,Aquets advocats del diable sempre buscant donar més drets i beneficis als delincuents!!!,,,
DI20240927054300-17076142,DI20240927054300,Carles,"9/27/2024, 1:18:28 AM",2024-09-27 01:18:28,T’entenc.,17075999,,
DI20240927054300-17075987,DI20240927054300,Ajusticiat,"9/27/2024, 12:54:46 AM",2024-09-27 00:54:46,"Els advocats són els primers culpables i responsables de la maleïda i llefiscosa justícia que tenim i patim, i els seus ajusticiaments.",,,
DI20240927054300-17075133,DI20240927054300,Justificant,"9/26/2024, 10:53:22 PM",2024-09-26 22:53:22,"Justificadament! Quin riure! Si no fós que una persona va a la presó. I després quan ha anat a la presó, justificadament se la condemna, sinó s'haurià d'indemnitzar.",,,
DI20240927054300-17074977,DI20240927054300,Edat mitja,"9/26/2024, 10:19:48 PM",2024-09-26 22:19:48,"Semblaria que allà dins hi ha algú que sap molt be com fer abús de poder, com amb el pobre noi del cànnabis, sort que la justícia es independent ( sobre tot aquí)  ",,,
DI20240927054300-17074886,DI20240927054300,Santi,"9/26/2024, 10:04:16 PM",2024-09-26 22:04:16,"El problema rau en que la fscalia jo demana sistemàticament, ",,,
DI20240927054300-17077619,DI20240927054300,Mi,"9/27/2024, 4:38:49 AM",2024-09-27 04:38:49,"Ergo el problema es la fiscalia, que van a l'extrem màxim de penalització i que els batlles escolten al fiscal com si fos un Deu, que baixin una mica els fiscals i toquin de peus a terra que sovint van mooolt pujats i que recordin aquests fiscals amb aires de totpoderosos i els batlles que ni es molesten en mirar si el fiscal s'ha passat que el karma també i és per a ells,",17074886,,
DI20240927054100-17080730,DI20240927054100,Fotuts,"9/27/2024, 8:35:55 AM",2024-09-27 08:35:55,"I mentrestant la parròquia, abandonada de tot. Els diners són pels ciutadans de la parròquia, no pels sous dels Cònsuls com ha passat a Escaldes. Invertir en Andorra la Vella, que això és bo per a tots. Tal com feia l’anterior corporació.",,,
DI20240927054100-17076543,DI20240927054100,gg,"9/27/2024, 2:19:59 AM",2024-09-27 02:19:59,"Doncs ho sento però amb això tenen rao. No pots voler gastar-ho tot amb la quantitat de milions que hi ha de deute, no és responsable. ",,,
DI20240927054100-17075887,DI20240927054100,Zero,"9/27/2024, 12:38:17 AM",2024-09-27 00:38:17,Comú d’impresentables. Penosíssim. Andorra la Vella quien te ha visto y quien te ve. ,,,
DI20240927054100-17075639,DI20240927054100,Maria,"9/27/2024, 12:05:43 AM",2024-09-27 00:05:43,"Aquesta vegada s'ha fet realitat allò de: vigila el que desitges que es pot fer realitat. Tots els que voliem un canvi a Andorra la Vella penso que ara ens estem adonant que más vale malo conocido que bueno por conocer. Després d'un any al Comú, no els tornaria a votar. Són uns incapaços. No es poden fer experiments. Res més a dir.",,,
DI20240927054100-17075026,DI20240927054100,COM ESTA EL PATIO!,"9/26/2024, 10:27:52 PM",2024-09-26 22:27:52,COM DIU EL REFRAN ( EL UNO POR EL OTRO Y LA CASA SIN BARRER). ,,,
DI20240928054700-19111364,DI20240928054700,Poca originalitat,"9/28/2024, 10:10:21 AM",2024-09-28 10:10:21,"Aquestes parades itinerants, son una franquícia que va per tot Catalunya i Balears, no?",,,
DI20240928054700-19060450,DI20240928054700,Salamartin,"9/28/2024, 5:06:57 AM",2024-09-28 05:06:57,Aquest Comú ja s’ha carregat el trial i ara es carregarà el Medieval! Menys parades que mai,,,
DI20240928054700-18985781,DI20240928054700,Jaume,"9/28/2024, 4:35:42 AM",2024-09-28 04:35:42,Jo crec que Sant Julià és vila medieval tot l'any.,,,
DI20240928054700-18495898,DI20240928054700,No hi ha més dies,"9/28/2024, 1:09:28 AM",2024-09-28 01:09:28,I escolleixen avui per fomigar-nos.😠,,,
DI20240927153200-17081348,DI20240927153200,R,"9/27/2024, 9:30:38 AM",2024-09-27 09:30:38,Expulsió i punt.,,,
DI20240927153200-17078078,DI20240927153200,Albert,"9/27/2024, 5:23:38 AM",2024-09-27 05:23:38,Aquests dies es parla molt de salut mental. A veure si es té en compte en aquest cas i aquest jove pot sortir de la presó i rebre un tractament psiquiàtric adequat. ,,,
DI20240927153200-17085163,DI20240927153200,manel,"9/27/2024, 2:27:46 PM",2024-09-27 14:27:46,"El cop de puny a un company de cela, son males cartes. ",17078078,,
DI20240927153200-17080719,DI20240927153200,D,"9/27/2024, 8:35:08 AM",2024-09-27 08:35:08,Creus que totes les persones en aquesta societat son bona gent y les que fan mal son malalts mentals. Mare meva...,17078078,,
DI20240927153200-17084121,DI20240927153200,Dorami,"9/27/2024, 1:01:05 PM",2024-09-27 13:01:05,"La llei no por anar en detriment de la salut mental. Al capdavall, la salut és un dret Constitucional, i no distingeix entre bons i dolents. ",17080719,,
DI20240927062100-17076054,DI20240927062100,El duaner corrupte,"9/27/2024, 1:03:48 AM",2024-09-27 01:03:48,"Quan sigui gran i plegui de la policia, obriré una botiga de tabac al Pas, amb els millors socis i la millor companyia. ",,,
DI20240927062100-17075394,DI20240927062100,Don Tito,"9/26/2024, 11:32:40 PM",2024-09-26 23:32:40,Els hi han venut el tabac i acte seguit els han entregat.,,,
DI20240927062000-17077725,DI20240927062000,Tic tac,"9/27/2024, 4:52:40 AM",2024-09-27 04:52:40,"En un context d'inflació salvatge és fàcil intentar maquillar la realitat, i és que tard o d'hora esclatarà una crisi.",,,
DI20240927062000-17076768,DI20240927062000,Peret dels bous,"9/27/2024, 2:57:09 AM",2024-09-27 02:57:09,"Res de nou, la diferència es l'augment dels preus per la inflació + l'augment de la població ",,,
DI20240927062000-17076098,DI20240927062000,Kanes,"9/27/2024, 1:10:33 AM",2024-09-27 01:10:33,"Clar, es l’IRPF, el de veritat no el cuento del’s politics.",,,
DI20240927061900-17075867,DI20240927061900,Manel,"9/27/2024, 12:36:16 AM",2024-09-27 00:36:16,"Poca feina...! Els afectats pel preu de l'habitatge estem sols, ni el Raonador no pot fer res, de què serveix?",,,
DI20240927061900-17075097,DI20240927061900,Tu si que saps,"9/26/2024, 10:44:09 PM",2024-09-26 22:44:09,"Mare meva! Aquesta es la teva feina, estàs per això digues que si  ",,,
DI20240927060800-17075206,DI20240927060800,Igual fa mes favor aquí,"9/26/2024, 11:06:40 PM",2024-09-26 23:06:40, ,,,
