index,article_id,comment_id,article_link,topic,article_type,article_title,comment_content
238,AL20240924184800,AL20240924184800-225973,https://www.altaveu.com/actualitat/afers-socials/problematica-habitatge-fa-caure-sollicituds-ajuts-emancipacio-joves_60564_102.html,habitatge,article,La problemàtica de l’habitatge fa caure les sol·licituds d’ajuts per a l’emancipació dels joves,"No, als 60 no, als 50 ja ets totalment invisible i per treballar als 45 ja no te vol ningú, escassament 15 anys de vida laboral, volen que la gent treballi fins els 67 anys i als 45 ja ets un residu de la societat, i la pregunta seria  DELS 45 FINS ALS 67 DE QUE VOLEN ELLS  QUE VIVIM DEL AIRE DEL CEL? No contracten a gent encara molt productiva però govern no ajuda absolutament amb res,  ja que ni al servei d'ocupació tenen programes per gent de mes de 45 anys, LA SUPER MINISTRA MARSOL SE’LS A CARREGAT  A FAVOR NO SE SAP MOLT BE DE QUE, AH SI DELS SUDAMERICANTS  A PREU PASTERA I ALS D’AQUI SENSE FEINA, SENSE CASS I SENSE CAP FUTUR, un altre dels greus problemes d’aquets país es la temporalitat no es produeix cap feina fixa, tot temporal, com es poden independitzar amb tanta precarietat laboral?"
239,DI20240918162400,DI20240918162400-16316075,https://www.diariandorra.ad/nacional/240918/immobiliaris-i-constructors-alerten-llei-omnibus-els-aboca-crisi_158367.html,habitatge,article,Immobiliaris i constructors alerten que la llei òmnibus de l'habitatge els aboca a la crisi,"Pobres 😞, estic a punt de plorar 🥹….. "
240,DI20240926135900,DI20240926135900-17068538,https://www.diariandorra.ad/esports/240926/trenquen-les-negocacions-l-fc-andorra-i-propietat-per-l-estadi-borda-mateu_158852.html,habitatge,article,La propietat de la Borda Mateu trenca les negociacions amb l'FC Andorra per l'estadi,"Piqué, no saps on t'has ficat."
241,DI20240901060100,DI20240901060100-15904538,https://www.diariandorra.ad/nacional/240901/l-atropellament-mortal-forca-canvis-per-guanyar-seguretat_157308.html,habitatge,article,L’atropellament mortal força canvis per guanyar seguretat,"Las negligencias se llevan vidas y en este caso se han llevado por delante a una chica excepcional, bellísima persona, madre de dos niños pequeños y deja a un marido roto y una familia destrozada..El dolor es inmenso! Y espero que los responsables paguen por todo el dolor causado! Descanse en paz Irene."
242,DI20240901060100,DI20240901060100-15901302,https://www.diariandorra.ad/nacional/240901/l-atropellament-mortal-forca-canvis-per-guanyar-seguretat_157308.html,habitatge,article,L’atropellament mortal força canvis per guanyar seguretat,DEP...
243,BO20240923115952,BO20240923115952-0,https://www.bondia.ad/societat/neix-la-plataforma-pirineu-viu-per-denunciar-del-monocultiu-turistic,habitatge,article,Neix la plataforma Pirineu Viu per denunciar del “monocultiu turístic”,"Envejosos i gelosos, si per ells fos viuriem de les patates i hauriem de tornar als pobles d'origen. La majoria viuen del cuento i no entenenen lo que costa ortar el pa a casa"
244,AL20240924184800,AL20240924184800-225964,https://www.altaveu.com/actualitat/afers-socials/problematica-habitatge-fa-caure-sollicituds-ajuts-emancipacio-joves_60564_102.html,habitatge,article,La problemàtica de l’habitatge fa caure les sol·licituds d’ajuts per a l’emancipació dels joves,No se'n demanen perquè no sou efectius. Apart que algun pis ja tenia nom i cognoms. 11 solicitud... no se si plorar o riure.
245,DI20240927162300,DI20240927162300-17075213,https://www.diariandorra.ad/esports/240927/trencat-l-acord-per-nou-estadi_158874.html,habitatge,article,Trencat l'acord per al nou estadi,A l’espera que el rugbi és deixi tornar s comprar per no liar-la tornant al Nacional. El conveni és improrrogable!
246,DI20240913060800,DI20240913060800-16035034,https://www.diariandorra.ad/nacional/240913/da-veta-espot-comparegui-per-grifols_158018.html,habitatge,article,DA veta que Espot comparegui per Grifols,"A casa nostra , d'això en diem : ""amb la cua entre cames""..."
247,BO20240917010004,BO20240917010004-0,https://www.bondia.ad/economia/la-cea-demana-flexibilitzar-de-nou-l-arribada-d-alguns-treballadors,habitatge,article,La CEA demana flexibilitzar de nou l’arribada d’alguns treballadors,"Mare meva aquets de la CEA sou uns impresentables!!! no teniu vergonya, esta el país que sembla el barri Xines i encara volen portar mes desnonats aquí per tenir el país tensionat als límits en TEMA HABITATGE, SALARIS, AJUDES A AFERS SOCIAL etc, SOU LA VERGONYA DEL PAIS QUE SOLS VOLEU GENT LOW COST SENSE CAP FORMACIO RONDANT L’ANANLFABETISME PER PAGAR UNA MERDA, espero que petint tots els vostre negocis cutres salxixeros que no els i queda ni un tele diari per el servei patètic que doneu. IMPRESENTABLES"
248,AL20240920090100,AL20240920090100-225333,https://www.altaveu.com/actualitat/societat/trampa-fill-increments-lloguer-abusius-son-armes-assetjament-immobiliari_60457_102.html,habitatge,article,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,"La ley inmobiliaria está hecha con el C _ _ O. Luego tenemos a los propietarios de decenas y cientos de pisos que ponen la mano para cobrar pero no para pagar sus obligaciones. Al final, en vez de ser un mercado ordenado y regulado correctamente por ley es una casa de P _ _ _ S. Y luego pasa lo que pasa. El pimpollo nieto de la abuela e hijo de mamá que tiene amigos franceses al salir de la discoteca y se monta el castillo de los 20 millones para observar al populacho pero con cara de vivir en un apartamento de 80m2 en la Calle Maquiavelo. Saludos"
249,DI20240918162400,DI20240918162400-16317682,https://www.diariandorra.ad/nacional/240918/immobiliaris-i-constructors-alerten-llei-omnibus-els-aboca-crisi_158367.html,habitatge,article,Immobiliaris i constructors alerten que la llei òmnibus de l'habitatge els aboca a la crisi,"El 90% dels comentaris son funcionaris. Ara viviu molt bé , gràcies al motor de la economia andorrana , si s’acaba ja us veure al carrer plorant .. temps al temps "
